img_id,label,is_train
pngs320H/-5Ilq3kFxek/00100.png,65,0
pngs320H/-5lbSzOSfz8/00033.png,18.0 68.0,0
pngs320H/-5lbSzOSfz8/00066.png,68,0
pngs320H/-5lbSzOSfz8/00099.png,68,0
pngs320H/-7AwCPcgrzA/00025.png,73,0
pngs320H/-7AwCPcgrzA/00050.png,73,0
pngs320H/-7AwCPcgrzA/00075.png,73,0
pngs320H/-7AwCPcgrzA/00100.png,73,0
pngs320H/-7AwCPcgrzA/00125.png,73,0
pngs320H/-7e9bizUyHg/00020.png,45,0
pngs320H/-7e9bizUyHg/00040.png,45,0
pngs320H/-7e9bizUyHg/00060.png,45,0
pngs320H/-7EE9T3Z0qk/00040.png,21.0 29.0,1
pngs320H/-7EE9T3Z0qk/00080.png,21.0 29.0,1
pngs320H/-7EE9T3Z0qk/00120.png,21.0 29.0,1
pngs320H/-8FLF-osZmA/00040.png,15.0 34.0 39.0,0
pngs320H/-8FLF-osZmA/00080.png,15.0 34.0 39.0,0
pngs320H/-8FLF-osZmA/00120.png,15.0 34.0 39.0,0
pngs320H/-8sY4FHSq7g/00025.png,39.0 77.0,0
pngs320H/-8sY4FHSq7g/00050.png,77,0
pngs320H/-8sY4FHSq7g/00075.png,77,0
pngs320H/-An-2j9snuc/00040.png,76,0
pngs320H/-An-2j9snuc/00080.png,76,0
pngs320H/-An-2j9snuc/00120.png,76,0
pngs320H/-aN1E545q_Q/00020.png,12,0
pngs320H/-aN1E545q_Q/00040.png,12,0
pngs320H/-aN1E545q_Q/00060.png,12,0
pngs320H/-AyZV127fCg/00040.png,19.0 55.0,1
pngs320H/-AyZV127fCg/00080.png,19.0 55.0,1
pngs320H/-AyZV127fCg/00120.png,19.0 55.0,1
pngs320H/-Bo3qO_HkEQ/00006.png,26,0
pngs320H/-Bo3qO_HkEQ/00012.png,26,0
pngs320H/-Bo3qO_HkEQ/00018.png,26,0
pngs320H/-CzttfT_7uM/00040.png,66,0
pngs320H/-CzttfT_7uM/00080.png,66,0
pngs320H/-CzttfT_7uM/00120.png,66,0
pngs320H/-d82zJg5qoY/00012.png,54,1
pngs320H/-d82zJg5qoY/00024.png,54,1
pngs320H/-d82zJg5qoY/00036.png,54,1
pngs320H/-d8EYyveK_E/00040.png,18.0 59.0 78.0,0
pngs320H/-d8EYyveK_E/00080.png,18.0 59.0 78.0,0
pngs320H/-d8EYyveK_E/00120.png,18.0 59.0 78.0,0
pngs320H/-dP_5L19sdc/00025.png,12,0
pngs320H/-dP_5L19sdc/00050.png,12,0
pngs320H/-dP_5L19sdc/00075.png,12,0
pngs320H/-dP_5L19sdc/00100.png,12,0
pngs320H/-dP_5L19sdc/00125.png,12,0
pngs320H/-EKuFGo77JM/00015.png,26.0 39.0,1
pngs320H/-EKuFGo77JM/00030.png,26.0 39.0,1
pngs320H/-EKuFGo77JM/00045.png,26.0 39.0,1
pngs320H/-esJrBWj2d8/00020.png,63,1
pngs320H/-esJrBWj2d8/00040.png,63,1
pngs320H/-esJrBWj2d8/00060.png,63,1
pngs320H/-FeMotilSE8/00015.png,16,1
pngs320H/-FeMotilSE8/00030.png,16,1
pngs320H/-FeMotilSE8/00045.png,16,1
pngs320H/-fZzPnx706g/00015.png,77,0
pngs320H/-fZzPnx706g/00030.png,77,0
pngs320H/-fZzPnx706g/00045.png,77,0
pngs320H/-g-zmU_D-e8/00020.png,61,0
pngs320H/-g-zmU_D-e8/00040.png,61,0
pngs320H/-g-zmU_D-e8/00060.png,61,0
pngs320H/-gLdLiByqTY/00035.png,21,0
pngs320H/-gLdLiByqTY/00070.png,21,0
pngs320H/-gLdLiByqTY/00105.png,21,0
pngs320H/-gLdLiByqTY/00140.png,21,0
pngs320H/-gLdLiByqTY/00175.png,21,0
pngs320H/-guBVgQsnWs/00020.png,44,0
pngs320H/-guBVgQsnWs/00040.png,44,0
pngs320H/-guBVgQsnWs/00060.png,44,0
pngs320H/-HpFtQGQ7l8/00050.png,66,0
pngs320H/-HpFtQGQ7l8/00100.png,66,0
pngs320H/-HpFtQGQ7l8/00150.png,66,0
pngs320H/-iRDLJ2wK1A/00025.png,19.0 46.0,0
pngs320H/-iRDLJ2wK1A/00050.png,19.0 46.0,0
pngs320H/-iRDLJ2wK1A/00075.png,19.0 46.0,0
pngs320H/-J7SggJdfJA/00015.png,65,0
pngs320H/-J7SggJdfJA/00030.png,65,0
pngs320H/-J7SggJdfJA/00045.png,65,0
pngs320H/-JaavP2RFzA/00015.png,45,1
pngs320H/-JaavP2RFzA/00030.png,45,1
pngs320H/-JaavP2RFzA/00045.png,45,1
pngs320H/-jR_xfZwFNM/00008.png,17.0 19.0,0
pngs320H/-jR_xfZwFNM/00016.png,17,0
pngs320H/-jR_xfZwFNM/00024.png,17,0
pngs320H/-K_YK2Ct5f8/00021.png,73,0
pngs320H/-K_YK2Ct5f8/00042.png,73,0
pngs320H/-K_YK2Ct5f8/00063.png,73,0
pngs320H/-lF5o3IOBm0/00015.png,57,0
pngs320H/-lF5o3IOBm0/00030.png,57,0
pngs320H/-lF5o3IOBm0/00045.png,57,0
pngs320H/-ljbOmNX7x0/00030.png,36,1
pngs320H/-ljbOmNX7x0/00060.png,36,1
pngs320H/-ljbOmNX7x0/00090.png,36,1
pngs320H/-MTB_0zfFXc/00015.png,19.0 65.0,1
pngs320H/-MTB_0zfFXc/00030.png,19.0 65.0,1
pngs320H/-MTB_0zfFXc/00045.png,19.0 65.0,1
pngs320H/-MYguBhCWSM/00015.png,16.0 19.0,0
pngs320H/-MYguBhCWSM/00030.png,16.0 19.0,0
pngs320H/-MYguBhCWSM/00045.png,16.0 19.0,0
pngs320H/-or3GptmdFI/00012.png,16,0
pngs320H/-or3GptmdFI/00024.png,16,0
pngs320H/-or3GptmdFI/00036.png,16,0
pngs320H/-qgEE3uxVp0/00015.png,19.0 72.0,0
pngs320H/-qgEE3uxVp0/00030.png,19.0 72.0,0
pngs320H/-qgEE3uxVp0/00045.png,19.0 72.0,0
pngs320H/-QSOuKmwbeo/00020.png,44,0
pngs320H/-QSOuKmwbeo/00040.png,44,0
pngs320H/-QSOuKmwbeo/00060.png,44,0
pngs320H/-rr80jAfErA/00012.png,56,0
pngs320H/-rr80jAfErA/00024.png,56,0
pngs320H/-rr80jAfErA/00036.png,56,0
pngs320H/-RTVlR5FrHw/00012.png,18.0 19.0,0
pngs320H/-RTVlR5FrHw/00024.png,18.0 19.0,0
pngs320H/-RTVlR5FrHw/00036.png,18.0 19.0,0
pngs320H/-sPo-af9vKk/00030.png,21.0 29.0,0
pngs320H/-sPo-af9vKk/00060.png,21.0 29.0,0
pngs320H/-sPo-af9vKk/00090.png,21.0 29.0,0
pngs320H/-TeTejh1ebs/00025.png,11,0
pngs320H/-TeTejh1ebs/00050.png,11,0
pngs320H/-TeTejh1ebs/00075.png,11,0
pngs320H/-UQLalti9dI/00015.png,16,0
pngs320H/-UQLalti9dI/00030.png,16,0
pngs320H/-UQLalti9dI/00045.png,16,0
pngs320H/-vaUNnR9V_g/00025.png,19.0 75.0,0
pngs320H/-vaUNnR9V_g/00050.png,19.0 75.0,0
pngs320H/-vaUNnR9V_g/00075.png,19.0 75.0,0
pngs320H/-vkNA2MhpcU/00030.png,11,1
pngs320H/-vkNA2MhpcU/00060.png,11,1
pngs320H/-vkNA2MhpcU/00090.png,11,1
pngs320H/-vKye57piuk/00030.png,41,0
pngs320H/-vKye57piuk/00060.png,41,0
pngs320H/-vKye57piuk/00090.png,41,0
pngs320H/-vKye57piuk/00120.png,41,0
pngs320H/-vKye57piuk/00150.png,41,0
pngs320H/-vQ2Q2_knC0/00008.png,18,0
pngs320H/-vQ2Q2_knC0/00016.png,18,0
pngs320H/-vQ2Q2_knC0/00024.png,18,0
pngs320H/-VqyimSxbpg/00040.png,48,0
pngs320H/-VqyimSxbpg/00080.png,48,0
pngs320H/-VqyimSxbpg/00120.png,48,0
pngs320H/-vW_-uMY4N0/00015.png,45,1
pngs320H/-vW_-uMY4N0/00030.png,45,1
pngs320H/-vW_-uMY4N0/00045.png,45,1
pngs320H/-WXtonEw8-0/00008.png,19.0 46.0,0
pngs320H/-WXtonEw8-0/00016.png,19.0 46.0,0
pngs320H/-WXtonEw8-0/00024.png,19.0 46.0,0
pngs320H/-w_AoYHLkb8/00020.png,63,0
pngs320H/-w_AoYHLkb8/00040.png,63,0
pngs320H/-w_AoYHLkb8/00060.png,63,0
pngs320H/-XgH1VvAKcA/00037.png,45,0
pngs320H/-XgH1VvAKcA/00074.png,45,0
pngs320H/-XgH1VvAKcA/00111.png,45,0
pngs320H/-xrM_VI77UQ/00025.png,19.0 55.0 59.0,0
pngs320H/-xrM_VI77UQ/00050.png,19.0 55.0 59.0,0
pngs320H/-xrM_VI77UQ/00075.png,19.0 55.0 59.0,0
pngs320H/-xXJZjaJZ_Y/00015.png,19.0 46.0,1
pngs320H/-xXJZjaJZ_Y/00030.png,19.0 46.0,1
pngs320H/-xXJZjaJZ_Y/00045.png,19.0 46.0,1
pngs320H/-YAVP7JseLQ/00020.png,17.0 59.0 77.0,0
pngs320H/-YAVP7JseLQ/00040.png,17.0 77.0,0
pngs320H/-YAVP7JseLQ/00060.png,17.0 77.0,0
pngs320H/-YAVP7JseLQ/00080.png,17.0 77.0,0
pngs320H/-YAVP7JseLQ/00100.png,17.0 77.0,0
pngs320H/-YM5_oSdP1c/00015.png,19.0 66.0,0
pngs320H/-YM5_oSdP1c/00030.png,19.0 66.0,0
pngs320H/-YM5_oSdP1c/00045.png,19.0 66.0,0
pngs320H/-ZG23ZWRtuM/00015.png,19.0 28.0,0
pngs320H/-ZG23ZWRtuM/00030.png,19.0 28.0,0
pngs320H/-ZG23ZWRtuM/00045.png,19.0 28.0,0
pngs320H/01wmkiDXDD8/00030.png,15.0 35.0,1
pngs320H/01wmkiDXDD8/00060.png,15.0 35.0,1
pngs320H/01wmkiDXDD8/00090.png,15.0 35.0,1
pngs320H/025gzoHW30M/00030.png,43.0 49.0,1
pngs320H/025gzoHW30M/00060.png,43.0 49.0,1
pngs320H/025gzoHW30M/00090.png,43.0 49.0,1
pngs320H/02WkK5o25ws/00030.png,15.0 34.0,0
pngs320H/02WkK5o25ws/00060.png,15.0 34.0,0
pngs320H/02WkK5o25ws/00090.png,15.0 34.0,0
pngs320H/0319d9UyJkk/00015.png,12,1
pngs320H/0319d9UyJkk/00030.png,12,1
pngs320H/0319d9UyJkk/00045.png,12,1
pngs320H/06Wrbztspa4/00010.png,19.0 65.0,0
pngs320H/06Wrbztspa4/00020.png,19.0 65.0,0
pngs320H/06Wrbztspa4/00030.png,19.0 65.0,0
pngs320H/06Wrbztspa4/00040.png,19.0 65.0,0
pngs320H/06Wrbztspa4/00050.png,19.0 65.0,0
pngs320H/07qn-A4ENo8/00035.png,26,0
pngs320H/07qn-A4ENo8/00070.png,26,0
pngs320H/07qn-A4ENo8/00105.png,26,0
pngs320H/07qn-A4ENo8/00140.png,26,0
pngs320H/07qn-A4ENo8/00175.png,26,0
pngs320H/08DluNtGnUY/00015.png,46,0
pngs320H/08DluNtGnUY/00030.png,46,0
pngs320H/08DluNtGnUY/00045.png,46,0
pngs320H/08x3P2E122U/00030.png,11,0
pngs320H/08x3P2E122U/00060.png,11,0
pngs320H/08x3P2E122U/00090.png,11,0
pngs320H/08x3P2E122U/00120.png,11,0
pngs320H/08x3P2E122U/00150.png,11,0
pngs320H/0997Fi4HXIY/00015.png,18.0 78.0,0
pngs320H/0997Fi4HXIY/00030.png,18.0 78.0,0
pngs320H/0997Fi4HXIY/00045.png,18.0 78.0,0
pngs320H/09jkWVQS4XI/00040.png,72,0
pngs320H/09jkWVQS4XI/00080.png,72,0
pngs320H/09jkWVQS4XI/00120.png,72,0
pngs320H/0AyidPC70qw/00040.png,22,0
pngs320H/0AyidPC70qw/00080.png,22,0
pngs320H/0AyidPC70qw/00120.png,22,0
pngs320H/0b_KrJf9uic/00012.png,17,0
pngs320H/0b_KrJf9uic/00024.png,17,0
pngs320H/0b_KrJf9uic/00036.png,17,0
pngs320H/0B_n_5ei8Ts/00020.png,66,0
pngs320H/0B_n_5ei8Ts/00040.png,66,0
pngs320H/0B_n_5ei8Ts/00060.png,66,0
pngs320H/0B_n_5ei8Ts/00080.png,66,0
pngs320H/0B_n_5ei8Ts/00100.png,66,0
pngs320H/0cbbqMbMJyc/00015.png,19.0 56.0,0
pngs320H/0cbbqMbMJyc/00030.png,19.0 56.0,0
pngs320H/0cbbqMbMJyc/00045.png,19.0 56.0,0
pngs320H/0ckDwjPokW0/00035.png,11.0 19.0,0
pngs320H/0ckDwjPokW0/00070.png,11.0 19.0,0
pngs320H/0ckDwjPokW0/00105.png,11.0 19.0,0
pngs320H/0cOr5_ECxvU/00015.png,67,0
pngs320H/0cOr5_ECxvU/00030.png,67,0
pngs320H/0cOr5_ECxvU/00045.png,67,0
pngs320H/0d4sHcxidUY/00020.png,41,0
pngs320H/0d4sHcxidUY/00040.png,41,0
pngs320H/0d4sHcxidUY/00060.png,41,0
pngs320H/0deYp3CHiPw/00030.png,12,0
pngs320H/0deYp3CHiPw/00060.png,12,0
pngs320H/0deYp3CHiPw/00090.png,12,0
pngs320H/0dgHAuoJKQY/00025.png,19.0 77.0,0
pngs320H/0dgHAuoJKQY/00050.png,19.0 77.0,0
pngs320H/0dgHAuoJKQY/00075.png,19.0 77.0,0
pngs320H/0dOR4MkwTw4/00020.png,41,0
pngs320H/0dOR4MkwTw4/00040.png,41,0
pngs320H/0dOR4MkwTw4/00060.png,41,0
pngs320H/0eWa5F6SCMs/00007.png,61,0
pngs320H/0eWa5F6SCMs/00014.png,61,0
pngs320H/0eWa5F6SCMs/00021.png,61,0
pngs320H/0E_2RKLEE8I/00040.png,41,0
pngs320H/0E_2RKLEE8I/00080.png,41,0
pngs320H/0E_2RKLEE8I/00120.png,41,0
pngs320H/0E_IgPIOESA/00033.png,55,0
pngs320H/0E_IgPIOESA/00066.png,55,0
pngs320H/0E_IgPIOESA/00099.png,55,0
pngs320H/0fdFCrYbjcg/00035.png,19.0 67.0,0
pngs320H/0fdFCrYbjcg/00070.png,19.0 67.0,0
pngs320H/0fdFCrYbjcg/00105.png,19.0 67.0,0
pngs320H/0fnwII_b3S4/00040.png,65,0
pngs320H/0fnwII_b3S4/00060.png,61,0
pngs320H/0gZz8hESBEs/00012.png,18,0
pngs320H/0gZz8hESBEs/00024.png,18,0
pngs320H/0gZz8hESBEs/00036.png,18,0
pngs320H/0Iah8AZLEmc/00040.png,48,0
pngs320H/0Iah8AZLEmc/00080.png,48,0
pngs320H/0Iah8AZLEmc/00120.png,48,0
pngs320H/0iO3tegfR4g/00035.png,45,0
pngs320H/0iO3tegfR4g/00070.png,45,0
pngs320H/0iO3tegfR4g/00105.png,45,0
pngs320H/0JfJGE1AZrg/00030.png,76,0
pngs320H/0JfJGE1AZrg/00060.png,76,0
pngs320H/0JfJGE1AZrg/00090.png,76,0
pngs320H/0KHqCpC2ODA/00012.png,35,1
pngs320H/0KHqCpC2ODA/00024.png,35,1
pngs320H/0KHqCpC2ODA/00036.png,35,1
pngs320H/0kiaG1wDovo/00035.png,19.0 55.0,0
pngs320H/0kiaG1wDovo/00070.png,19.0 55.0,0
pngs320H/0kiaG1wDovo/00105.png,19.0 55.0,0
pngs320H/0kKLgSTkCEo/00008.png,16,0
pngs320H/0kKLgSTkCEo/00016.png,16,0
pngs320H/0kKLgSTkCEo/00024.png,16,0
pngs320H/0KyLZWRC5-M/00025.png,43,0
pngs320H/0KyLZWRC5-M/00050.png,43,0
pngs320H/0KyLZWRC5-M/00075.png,43,0
pngs320H/0KyLZWRC5-M/00100.png,43,0
pngs320H/0KyLZWRC5-M/00125.png,43,0
pngs320H/0l3iPKBLsqs/00017.png,55,0
pngs320H/0l3iPKBLsqs/00034.png,55,0
pngs320H/0l3iPKBLsqs/00051.png,55,0
pngs320H/0lb6hfFvsZw/00012.png,12,0
pngs320H/0lb6hfFvsZw/00024.png,12,0
pngs320H/0lb6hfFvsZw/00036.png,12,0
pngs320H/0LDJX4duVRU/00005.png,19.0 72.0,0
pngs320H/0LDJX4duVRU/00010.png,19.0 72.0,0
pngs320H/0LDJX4duVRU/00015.png,19.0 72.0,0
pngs320H/0likA4G9N-g/00012.png,19.0 48.0,0
pngs320H/0likA4G9N-g/00024.png,19.0 48.0,0
pngs320H/0likA4G9N-g/00036.png,19.0 48.0,0
pngs320H/0lxhJQFzikQ/00013.png,54.0 59.0,1
pngs320H/0lxhJQFzikQ/00026.png,54.0 59.0,1
pngs320H/0lxhJQFzikQ/00039.png,54.0 59.0,1
pngs320H/0m1O4YzBGyo/00030.png,26,0
pngs320H/0m1O4YzBGyo/00060.png,26,0
pngs320H/0m1O4YzBGyo/00090.png,26,0
pngs320H/0MaD7Ltqccs/00040.png,19.0 28.0,0
pngs320H/0MaD7Ltqccs/00080.png,19.0 28.0,0
pngs320H/0MaD7Ltqccs/00120.png,28,0
pngs320H/0MVNR3JvL1U/00025.png,11.0 19.0,0
pngs320H/0MVNR3JvL1U/00050.png,11,0
pngs320H/0MVNR3JvL1U/00075.png,11,0
pngs320H/0nCVIRgUItY/00040.png,13,0
pngs320H/0nCVIRgUItY/00080.png,13,0
pngs320H/0nCVIRgUItY/00120.png,13,0
pngs320H/0NPlxaSbrGc/00040.png,19.0 77.0,0
pngs320H/0NPlxaSbrGc/00080.png,77,0
pngs320H/0NPlxaSbrGc/00120.png,77,0
pngs320H/0OJCvoN10DQ/00013.png,16.0 19.0,0
pngs320H/0OJCvoN10DQ/00026.png,16.0 19.0,0
pngs320H/0OJCvoN10DQ/00039.png,16.0 19.0,0
pngs320H/0PK3U0K7AzE/00025.png,63,0
pngs320H/0PK3U0K7AzE/00050.png,63,0
pngs320H/0PK3U0K7AzE/00075.png,63,0
pngs320H/0PL3ioahHLo/00040.png,22,0
pngs320H/0PL3ioahHLo/00080.png,22,0
pngs320H/0PL3ioahHLo/00120.png,22,0
pngs320H/0QCmP0CebB8/00025.png,19.0 46.0,0
pngs320H/0QCmP0CebB8/00050.png,19.0 46.0,0
pngs320H/0QCmP0CebB8/00075.png,19.0 46.0,0
pngs320H/0QJt7pXOnRk/00020.png,28,0
pngs320H/0QJt7pXOnRk/00040.png,28,0
pngs320H/0QJt7pXOnRk/00060.png,28,0
pngs320H/0RBrmdUTPkE/00040.png,43,1
pngs320H/0RBrmdUTPkE/00080.png,43,1
pngs320H/0RBrmdUTPkE/00120.png,43,1
pngs320H/0RHlQdSs61U/00040.png,22.0 39.0,0
pngs320H/0RHlQdSs61U/00080.png,22.0 39.0,0
pngs320H/0RHlQdSs61U/00120.png,22.0 39.0,0
pngs320H/0RI2dViYmXU/00012.png,46,0
pngs320H/0RI2dViYmXU/00024.png,46,0
pngs320H/0RI2dViYmXU/00036.png,46,0
pngs320H/0RRW86v4Z08/00015.png,19.0 46.0,0
pngs320H/0RRW86v4Z08/00030.png,19.0 46.0,0
pngs320H/0RRW86v4Z08/00045.png,19.0 46.0,0
pngs320H/0S0aQ0GArRc/00040.png,18.0 19.0 39.0,0
pngs320H/0S0aQ0GArRc/00080.png,18.0 19.0 39.0,0
pngs320H/0S0aQ0GArRc/00120.png,18.0 19.0 36.0,0
pngs320H/0smdUX75h0Q/00040.png,72,0
pngs320H/0smdUX75h0Q/00080.png,72,0
pngs320H/0smdUX75h0Q/00120.png,72,0
pngs320H/0sUGeVNVSeQ/00040.png,21,0
pngs320H/0sUGeVNVSeQ/00080.png,21,0
pngs320H/0sUGeVNVSeQ/00120.png,21,0
pngs320H/0syY70eRHKs/00012.png,13.0 19.0,0
pngs320H/0syY70eRHKs/00024.png,13.0 19.0,0
pngs320H/0syY70eRHKs/00036.png,13.0 19.0,0
pngs320H/0T0Cm9oK5bg/00040.png,19.0 21.0,0
pngs320H/0T0Cm9oK5bg/00080.png,19.0 21.0,0
pngs320H/0T0Cm9oK5bg/00120.png,19.0 21.0,0
pngs320H/0T3qMnUyB4s/00025.png,65.0 69.0,0
pngs320H/0T3qMnUyB4s/00050.png,65.0 69.0,0
pngs320H/0T3qMnUyB4s/00075.png,65,0
pngs320H/0T3qMnUyB4s/00100.png,65,0
pngs320H/0T3qMnUyB4s/00125.png,65,0
pngs320H/0t4pWrgTHv0/00020.png,44,0
pngs320H/0t4pWrgTHv0/00040.png,44,0
pngs320H/0t4pWrgTHv0/00060.png,44,0
pngs320H/0uv_N0EhfmQ/00012.png,18.0 78.0,1
pngs320H/0uv_N0EhfmQ/00024.png,18.0 78.0,1
pngs320H/0uv_N0EhfmQ/00036.png,18.0 78.0,1
pngs320H/0VFPCin4ENA/00033.png,63.0 69.0,0
pngs320H/0VFPCin4ENA/00066.png,63.0 69.0,0
pngs320H/0VFPCin4ENA/00099.png,63.0 69.0,0
pngs320H/0Wd6E1JOmsg/00010.png,19.0 54.0,0
pngs320H/0Wd6E1JOmsg/00020.png,19.0 54.0,0
pngs320H/0Wd6E1JOmsg/00030.png,54,0
pngs320H/0Wd6E1JOmsg/00040.png,54,0
pngs320H/0Wd6E1JOmsg/00050.png,54,0
pngs320H/0xFmIZNNPbQ/00020.png,68,0
pngs320H/0xFmIZNNPbQ/00040.png,68,0
pngs320H/0xFmIZNNPbQ/00060.png,68,0
pngs320H/0Xm-9oTzWa0/00025.png,41,1
pngs320H/0Xm-9oTzWa0/00050.png,41,1
pngs320H/0Xm-9oTzWa0/00075.png,41,1
pngs320H/0XqFHeynFwM/00040.png,43,1
pngs320H/0XqFHeynFwM/00080.png,43,1
pngs320H/0XqFHeynFwM/00120.png,43,1
pngs320H/0Ygu7XdkggA/00015.png,26,1
pngs320H/0Ygu7XdkggA/00030.png,26,1
pngs320H/0Ygu7XdkggA/00045.png,26,1
pngs320H/0ZE2_SbdGWY/00024.png,13,0
pngs320H/0ZE2_SbdGWY/00048.png,13,0
pngs320H/0ZE2_SbdGWY/00072.png,13,0
pngs320H/0zl1Y8lhSYk/00020.png,19.0 35.0,0
pngs320H/0zl1Y8lhSYk/00040.png,19,0
pngs320H/0zl1Y8lhSYk/00060.png,19.0 35.0,0
pngs320H/0zl1Y8lhSYk/00080.png,19.0 35.0,0
pngs320H/0zl1Y8lhSYk/00100.png,19.0 35.0,0
pngs320H/1-Q_DaH8Clw/00030.png,19.0 55.0,0
pngs320H/1-Q_DaH8Clw/00060.png,19.0 55.0,0
pngs320H/1-Q_DaH8Clw/00090.png,19.0 55.0,0
pngs320H/10MoANXh4LE/00040.png,19.0 55.0,0
pngs320H/10MoANXh4LE/00080.png,19.0 55.0,0
pngs320H/10MoANXh4LE/00120.png,55,0
pngs320H/10XCfvnVUL0/00015.png,56.0 57.0 59.0,0
pngs320H/10XCfvnVUL0/00030.png,56.0 57.0,0
pngs320H/10XCfvnVUL0/00045.png,56.0 57.0,0
pngs320H/11fN5sykj2I/00030.png,66,0
pngs320H/11fN5sykj2I/00060.png,66,0
pngs320H/11fN5sykj2I/00090.png,66,0
pngs320H/129w7Et1Xnw/00024.png,43,0
pngs320H/129w7Et1Xnw/00048.png,43,0
pngs320H/129w7Et1Xnw/00072.png,43,0
pngs320H/14gWirURq6I/00004.png,22,0
pngs320H/14gWirURq6I/00008.png,22,0
pngs320H/14gWirURq6I/00012.png,22,0
pngs320H/14I_X1_M7B8/00020.png,26,1
pngs320H/14I_X1_M7B8/00040.png,26,1
pngs320H/14I_X1_M7B8/00060.png,26,1
pngs320H/157RAPLxUpQ/00015.png,17,0
pngs320H/157RAPLxUpQ/00030.png,17.0 18.0,0
pngs320H/157RAPLxUpQ/00045.png,17.0 18.0,0
pngs320H/15s9dCWCMwQ/00015.png,61,0
pngs320H/15s9dCWCMwQ/00030.png,61,0
pngs320H/15s9dCWCMwQ/00045.png,61,0
pngs320H/15ze_5lekm4/00020.png,11,1
pngs320H/15ze_5lekm4/00040.png,11,1
pngs320H/15ze_5lekm4/00060.png,11,1
pngs320H/1926p23ooUM/00025.png,17.0 35.0,0
pngs320H/1926p23ooUM/00050.png,17.0 35.0,0
pngs320H/1926p23ooUM/00075.png,17.0 35.0,0
pngs320H/19dJTBEjS8Q/00010.png,19,0
pngs320H/19dJTBEjS8Q/00020.png,19,0
pngs320H/19dJTBEjS8Q/00030.png,17.0 19.0,0
pngs320H/1Am_eZhq0wg/00030.png,19,0
pngs320H/1Am_eZhq0wg/00060.png,19.0 35.0,0
pngs320H/1Am_eZhq0wg/00090.png,19,0
pngs320H/1ApyqVU93N4/00035.png,19.0 22.0 29.0,1
pngs320H/1ApyqVU93N4/00070.png,19.0 22.0 29.0,1
pngs320H/1ApyqVU93N4/00105.png,19.0 22.0 29.0,1
pngs320H/1bZde3PaFW0/00012.png,16.0 19.0,0
pngs320H/1bZde3PaFW0/00024.png,16.0 19.0,0
pngs320H/1bZde3PaFW0/00036.png,16.0 19.0,0
pngs320H/1dBH-ukFdc0/00012.png,73,0
pngs320H/1dBH-ukFdc0/00024.png,73,0
pngs320H/1dBH-ukFdc0/00036.png,73,0
pngs320H/1DIeaJqt6bU/00015.png,65,0
pngs320H/1DIeaJqt6bU/00030.png,65,0
pngs320H/1DIeaJqt6bU/00045.png,65,0
pngs320H/1dImlUKb_vM/00025.png,36.0 79.0,0
